id,nome,bandeira,endereco,bairro,cidade,estado,cep,latitude,longitude,preco_gasolina,preco_alcool,preco_diesel,preco_gnv,data_coleta,fonte
PC_ES_Cidade_PC_4_-_ES_6,Auto Posto Raízen Cidade PC 4 7,Raízen,"Rua Principal, 2841",Bairro PC 2,Cidade PC 4,ES,59970-509,-19.388857514870562,-39.99111604740499,"5,29","4,13","5,07","3,72",2025-05-18,PrecosCombustiveis
PC_ES_Cidade_PC_4_-_ES_7,Auto Posto Bandeira Branca Cidade PC 4 8,Bandeira Branca,"Rua Secundária, 4615",Bairro PC 8,Cidade PC 4,ES,75663-630,-18.982700363774583,-40.01910786289646,"6,41","4,72","4,68","3,60",2025-05-18,PrecosCombustiveis
PC_ES_Cidade_PC_4_-_ES_8,Auto Posto Ipiranga Cidade PC 4 9,Ipiranga,"Rua Secundária, 6055",Bairro PC 6,Cidade PC 4,ES,36488-200,-19.415710535564465,-40.22918286379303,"6,45","5,05","4,93","4,07",2025-05-18,PrecosCombustiveis
PC_ES_Cidade_PC_4_-_ES_9,Auto Posto Bandeira Branca Cidade PC 4 10,Bandeira Branca,"Rua Comercial, 9349",Bairro PC 9,Cidade PC 4,ES,80697-130,-18.839640138551932,-39.92231624421063,"5,20","4,26","4,64",N/A,2025-05-18,PrecosCombustiveis
PC_ES_Cidade_PC_4_-_ES_10,Auto Posto Petrobras Cidade PC 4 11,Petrobras,"Rua Comercial, 5777",Bairro PC 7,Cidade PC 4,ES,29831-617,-18.790326574076623,-40.526598362422796,"5,74","3,82","5,22","4,38",2025-05-18,PrecosCombustiveis
PC_ES_Cidade_PC_4_-_ES_11,Auto Posto Ipiranga Cidade PC 4 12,Ipiranga,"Rua Principal, 1213",Bairro PC 2,Cidade PC 4,ES,40745-173,-19.488730787343886,-40.19640456038857,"5,42","4,59","4,88","4,42",2025-05-18,PrecosCombustiveis
PC_ES_Cidade_PC_5_-_ES_0,Auto Posto Bandeira Branca Cidade PC 5 1,Bandeira Branca,"Rua Comercial, 5182",Bairro PC 4,Cidade PC 5,ES,77330-422,-19.01615311746715,-40.29054465085898,"6,27","4,66","4,98","4,48",2025-05-18,PrecosCombustiveis
PC_ES_Cidade_PC_5_-_ES_1,Auto Posto Ale Cidade PC 5 2,Ale,"Rua Secundária, 3142",Bairro PC 5,Cidade PC 5,ES,37095-805,-18.829235041815686,-40.630887418303395,"5,72","3,93","5,92",N/A,2025-05-18,PrecosCombustiveis
PC_ES_Cidade_PC_5_-_ES_2,Auto Posto Shell Cidade PC 5 3,Shell,"Rua Principal, 7555",Bairro PC 3,Cidade PC 5,ES,72632-911,-19.096413802928616,-40.45320948290016,"6,08","5,04","4,81",N/A,2025-05-18,PrecosCombustiveis
PC_ES_Cidade_PC_5_-_ES_3,Auto Posto Ale Cidade PC 5 4,Ale,"Rua Comercial, 4401",Bairro PC 6,Cidade PC 5,ES,75616-939,-19.566999874623807,-40.13504425585794,"5,47","3,89","5,86",N/A,2025-05-18,PrecosCombustiveis
PC_ES_Cidade_PC_5_-_ES_4,Auto Posto Raízen Cidade PC 5 5,Raízen,"Rua Secundária, 186",Bairro PC 4,Cidade PC 5,ES,74813-815,-19.006032584820684,-40.37872054293271,"6,24","3,69","5,76","4,25",2025-05-18,PrecosCombustiveis
PC_ES_Cidade_PC_5_-_ES_5,Auto Posto Ale Cidade PC 5 6,Ale,"Rua Comercial, 9255",Bairro PC 7,Cidade PC 5,ES,86153-280,-19.315099609049753,-40.675123239262525,"5,27","4,44","5,08",N/A,2025-05-18,PrecosCombustiveis
PC_ES_Cidade_PC_5_-_ES_6,Auto Posto Petrobras Cidade PC 5 7,Petrobras,"Rua Secundária, 4092",Bairro PC 10,Cidade PC 5,ES,61460-726,-18.981838653445617,-40.32367794614933,"5,37","4,52","5,80",N/A,2025-05-18,PrecosCombustiveis
PC_ES_Cidade_PC_5_-_ES_7,Auto Posto Shell Cidade PC 5 8,Shell,"Rua Principal, 7143",Bairro PC 5,Cidade PC 5,ES,31723-249,-19.028768297940353,-40.079638943590446,"5,87","3,88","4,90",N/A,2025-05-18,PrecosCombustiveis
PC_ES_Cidade_PC_5_-_ES_8,Auto Posto Bandeira Branca Cidade PC 5 9,Bandeira Branca,"Rua Principal, 2735",Bairro PC 5,Cidade PC 5,ES,55684-709,-19.420644122820924,-40.25436845016415,"6,42","3,98","4,80","3,37",2025-05-18,PrecosCombustiveis
PC_ES_Cidade_PC_5_-_ES_9,Auto Posto Ipiranga Cidade PC 5 10,Ipiranga,"Rua Principal, 1815",Bairro PC 2,Cidade PC 5,ES,11531-164,-19.138775425885804,-40.11245149135464,"5,54","4,79","5,76",N/A,2025-05-18,PrecosCombustiveis
PC_ES_Cidade_PC_5_-_ES_10,Auto Posto Ale Cidade PC 5 11,Ale,"Rua Principal, 1766",Bairro PC 10,Cidade PC 5,ES,34659-818,-19.47920056578822,-40.160480449749734,"5,87","4,02","5,83","3,57",2025-05-18,PrecosCombustiveis
PC_ES_Cidade_PC_6_-_ES_0,Auto Posto Ale Cidade PC 6 1,Ale,"Rua Secundária, 3045",Bairro PC 9,Cidade PC 6,ES,63435-432,-19.02585510426184,-39.97570986204776,"5,30","4,05","5,74","3,52",2025-05-18,PrecosCombustiveis
PC_ES_Cidade_PC_6_-_ES_1,Auto Posto Ale Cidade PC 6 2,Ale,"Rua Comercial, 3845",Bairro PC 10,Cidade PC 6,ES,83943-792,-19.53499999942848,-40.57583581509042,"5,23","3,69","4,98","3,96",2025-05-18,PrecosCombustiveis
PC_ES_Cidade_PC_6_-_ES_2,Auto Posto Ale Cidade PC 6 3,Ale,"Rua Principal, 6309",Bairro PC 3,Cidade PC 6,ES,40333-677,-19.291142190279373,-40.465909838714374,"5,40","4,51","4,94","3,53",2025-05-18,PrecosCombustiveis
PC_ES_Cidade_PC_6_-_ES_3,Auto Posto Petrobras Cidade PC 6 4,Petrobras,"Rua Secundária, 4153",Bairro PC 2,Cidade PC 6,ES,85708-520,-18.874001432787296,-40.589492512541014,"5,45","3,91","4,65",N/A,2025-05-18,PrecosCombustiveis
PC_ES_Cidade_PC_6_-_ES_4,Auto Posto Ale Cidade PC 6 5,Ale,"Rua Comercial, 6018",Bairro PC 6,Cidade PC 6,ES,23479-744,-19.473345661577092,-40.2713066550945,"5,68","4,58","4,65","4,16",2025-05-18,PrecosCombustiveis
PC_ES_Cidade_PC_6_-_ES_5,Auto Posto Ale Cidade PC 6 6,Ale,"Rua Comercial, 8187",Bairro PC 5,Cidade PC 6,ES,54054-705,-19.01740823662407,-40.21329936470037,"5,43","4,78","4,85",N/A,2025-05-18,PrecosCombustiveis
PC_ES_Cidade_PC_6_-_ES_6,Auto Posto Shell Cidade PC 6 7,Shell,"Rua Principal, 6680",Bairro PC 9,Cidade PC 6,ES,52943-997,-18.8372091321782,-40.4215668557083,"5,95","4,82","5,06","3,82",2025-05-18,PrecosCombustiveis
PC_ES_Cidade_PC_6_-_ES_7,Auto Posto Ipiranga Cidade PC 6 8,Ipiranga,"Rua Secundária, 9742",Bairro PC 4,Cidade PC 6,ES,87267-242,-19.104442079388406,-40.482541996587116,"6,13","4,42","5,38",N/A,2025-05-18,PrecosCombustiveis
PC_ES_Cidade_PC_6_-_ES_8,Auto Posto Bandeira Branca Cidade PC 6 9,Bandeira Branca,"Rua Secundária, 3950",Bairro PC 10,Cidade PC 6,ES,49155-170,-18.90127145503801,-39.99515397776161,"5,42","3,96","6,07","3,25",2025-05-18,PrecosCombustiveis
PC_ES_Cidade_PC_6_-_ES_9,Auto Posto Shell Cidade PC 6 10,Shell,"Rua Principal, 8026",Bairro PC 8,Cidade PC 6,ES,56351-492,-19.499170538153002,-40.32443233630245,"5,92","4,34","5,18",N/A,2025-05-18,PrecosCombustiveis
PC_ES_Cidade_PC_6_-_ES_10,Auto Posto Bandeira Branca Cidade PC 6 11,Bandeira Branca,"Rua Principal, 170",Bairro PC 5,Cidade PC 6,ES,23133-179,-19.200530217711773,-40.66610127085701,"6,33","4,75","5,46","4,31",2025-05-18,PrecosCombustiveis
PC_ES_Cidade_PC_6_-_ES_11,Auto Posto Bandeira Branca Cidade PC 6 12,Bandeira Branca,"Rua Comercial, 5690",Bairro PC 5,Cidade PC 6,ES,28081-325,-18.93387290714729,-40.616381113764476,"5,16","4,12","4,71",N/A,2025-05-18,PrecosCombustiveis
PC_ES_Cidade_PC_6_-_ES_12,Auto Posto Shell Cidade PC 6 13,Shell,"Rua Comercial, 2880",Bairro PC 3,Cidade PC 6,ES,80132-518,-19.010783496632314,-40.035595787181144,"5,36","5,02","5,52",N/A,2025-05-18,PrecosCombustiveis
PC_ES_Cidade_PC_6_-_ES_13,Auto Posto Bandeira Branca Cidade PC 6 14,Bandeira Branca,"Rua Comercial, 8913",Bairro PC 7,Cidade PC 6,ES,91219-149,-18.81399067242326,-40.40150050129494,"5,89","4,63","5,73",N/A,2025-05-18,PrecosCombustiveis
PC_ES_Cidade_PC_6_-_ES_14,Auto Posto Ale Cidade PC 6 15,Ale,"Rua Comercial, 2649",Bairro PC 10,Cidade PC 6,ES,29687-559,-19.49546079000754,-40.29679250028427,"5,29","4,05","6,10",N/A,2025-05-18,PrecosCombustiveis
PC_ES_Cidade_PC_7_-_ES_0,Auto Posto Ale Cidade PC 7 1,Ale,"Rua Comercial, 5039",Bairro PC 7,Cidade PC 7,ES,14199-398,-19.50459592536777,-40.36798573717545,"6,10","3,71","5,77","4,08",2025-05-18,PrecosCombustiveis
PC_ES_Cidade_PC_7_-_ES_1,Auto Posto Raízen Cidade PC 7 2,Raízen,"Rua Comercial, 9998",Bairro PC 3,Cidade PC 7,ES,28843-100,-18.883506990860386,-40.6951523124049,"5,26","3,64","5,16","3,32",2025-05-18,PrecosCombustiveis
PC_ES_Cidade_PC_7_-_ES_2,Auto Posto Ale Cidade PC 7 3,Ale,"Rua Comercial, 1222",Bairro PC 5,Cidade PC 7,ES,19809-363,-19.341016670127516,-40.16451551503606,"5,70","4,74","5,85","3,25",2025-05-18,PrecosCombustiveis
PC_ES_Cidade_PC_7_-_ES_3,Auto Posto Petrobras Cidade PC 7 4,Petrobras,"Rua Principal, 3267",Bairro PC 4,Cidade PC 7,ES,94820-904,-19.12663356929778,-40.44959158804058,"5,30","4,68","4,93",N/A,2025-05-18,PrecosCombustiveis
PC_ES_Cidade_PC_7_-_ES_4,Auto Posto Bandeira Branca Cidade PC 7 5,Bandeira Branca,"Rua Principal, 1711",Bairro PC 5,Cidade PC 7,ES,52818-581,-19.530690091450428,-40.23239619814747,"5,14","4,74","5,37",N/A,2025-05-18,PrecosCombustiveis
PC_ES_Cidade_PC_7_-_ES_5,Auto Posto Bandeira Branca Cidade PC 7 6,Bandeira Branca,"Rua Comercial, 6490",Bairro PC 6,Cidade PC 7,ES,91037-881,-19.387681344040857,-40.361043657278636,"6,55","4,70","5,49",N/A,2025-05-18,PrecosCombustiveis
PC_ES_Cidade_PC_7_-_ES_6,Auto Posto Ale Cidade PC 7 7,Ale,"Rua Comercial, 1466",Bairro PC 6,Cidade PC 7,ES,61037-737,-19.337892345044885,-40.24290617027242,"5,17","4,06","4,89",N/A,2025-05-18,PrecosCombustiveis
PC_ES_Cidade_PC_7_-_ES_7,Auto Posto Bandeira Branca Cidade PC 7 8,Bandeira Branca,"Rua Principal, 7906",Bairro PC 8,Cidade PC 7,ES,84740-343,-18.952761956864222,-39.98823939322322,"5,92","4,14","5,21",N/A,2025-05-18,PrecosCombustiveis
PC_ES_Cidade_PC_7_-_ES_8,Auto Posto Petrobras Cidade PC 7 9,Petrobras,"Rua Comercial, 3309",Bairro PC 8,Cidade PC 7,ES,18220-197,-19.441874830153832,-40.02335097413294,"5,40","4,96","5,46","3,45",2025-05-18,PrecosCombustiveis
PC_ES_Cidade_PC_7_-_ES_9,Auto Posto Bandeira Branca Cidade PC 7 10,Bandeira Branca,"Rua Principal, 3807",Bairro PC 4,Cidade PC 7,ES,72371-467,-19.414866163069593,-40.312030795352584,"5,73","5,01","4,68",N/A,2025-05-18,PrecosCombustiveis
PC_ES_Cidade_PC_7_-_ES_10,Auto Posto Ipiranga Cidade PC 7 11,Ipiranga,"Rua Secundária, 1223",Bairro PC 6,Cidade PC 7,ES,57384-164,-19.02481012174777,-40.55215491869799,"6,42","4,82","5,45","3,81",2025-05-18,PrecosCombustiveis
PC_ES_Cidade_PC_7_-_ES_11,Auto Posto Petrobras Cidade PC 7 12,Petrobras,"Rua Secundária, 8021",Bairro PC 3,Cidade PC 7,ES,42572-611,-19.439321621412386,-40.54205385298731,"5,37","3,69","5,40",N/A,2025-05-18,PrecosCombustiveis
PC_ES_Cidade_PC_8_-_ES_0,Auto Posto Raízen Cidade PC 8 1,Raízen,"Rua Comercial, 1340",Bairro PC 8,Cidade PC 8,ES,23883-843,-19.201321069005626,-40.23301344269354,"5,96","3,63","5,91",N/A,2025-05-18,PrecosCombustiveis
PC_ES_Cidade_PC_8_-_ES_1,Auto Posto Raízen Cidade PC 8 2,Raízen,"Rua Secundária, 2895",Bairro PC 1,Cidade PC 8,ES,21939-955,-19.07745365258142,-40.3898040974469,"5,83","4,96","5,33",N/A,2025-05-18,PrecosCombustiveis
PC_ES_Cidade_PC_8_-_ES_2,Auto Posto Bandeira Branca Cidade PC 8 3,Bandeira Branca,"Rua Comercial, 9389",Bairro PC 1,Cidade PC 8,ES,70254-432,-19.411299703519603,-40.02612995175567,"6,58","4,07","5,61",N/A,2025-05-18,PrecosCombustiveis
PC_ES_Cidade_PC_8_-_ES_3,Auto Posto Bandeira Branca Cidade PC 8 4,Bandeira Branca,"Rua Comercial, 4212",Bairro PC 2,Cidade PC 8,ES,11121-649,-19.01964145659282,-40.54064640753654,"5,48","4,28","5,83",N/A,2025-05-18,PrecosCombustiveis
PC_ES_Cidade_PC_8_-_ES_4,Auto Posto Ipiranga Cidade PC 8 5,Ipiranga,"Rua Principal, 1109",Bairro PC 7,Cidade PC 8,ES,86608-413,-19.43523413360789,-40.15072196916658,"5,37","4,43","4,63",N/A,2025-05-18,PrecosCombustiveis
PC_ES_Cidade_PC_8_-_ES_5,Auto Posto Ale Cidade PC 8 6,Ale,"Rua Secundária, 4108",Bairro PC 3,Cidade PC 8,ES,38640-455,-19.48896335605257,-40.30324233296093,"5,75","4,46","5,95","3,49",2025-05-18,PrecosCombustiveis
PC_ES_Cidade_PC_8_-_ES_6,Auto Posto Shell Cidade PC 8 7,Shell,"Rua Secundária, 9469",Bairro PC 10,Cidade PC 8,ES,87914-188,-19.359810715626548,-40.671126595566705,"5,88","4,64","5,28",N/A,2025-05-18,PrecosCombustiveis
PC_ES_Cidade_PC_8_-_ES_7,Auto Posto Petrobras Cidade PC 8 8,Petrobras,"Rua Principal, 8600",Bairro PC 6,Cidade PC 8,ES,70101-714,-19.511248580331525,-40.116603732333616,"5,32","4,79","4,67","3,80",2025-05-18,PrecosCombustiveis
PC_ES_Cidade_PC_8_-_ES_8,Auto Posto Raízen Cidade PC 8 9,Raízen,"Rua Secundária, 4943",Bairro PC 5,Cidade PC 8,ES,36219-449,-18.92080520543822,-40.08862164119287,"6,05","4,49","4,81","4,25",2025-05-18,PrecosCombustiveis
PC_ES_Cidade_PC_8_-_ES_9,Auto Posto Shell Cidade PC 8 10,Shell,"Rua Principal, 4295",Bairro PC 2,Cidade PC 8,ES,11272-921,-19.579309313966085,-40.55758246919352,"5,56","4,90","4,72",N/A,2025-05-18,PrecosCombustiveis
PC_ES_Cidade_PC_8_-_ES_10,Auto Posto Ipiranga Cidade PC 8 11,Ipiranga,"Rua Comercial, 2779",Bairro PC 10,Cidade PC 8,ES,72729-644,-19.209791813276055,-40.63982582059357,"6,04","3,81","5,16",N/A,2025-05-18,PrecosCombustiveis
PC_ES_Cidade_PC_8_-_ES_11,Auto Posto Petrobras Cidade PC 8 12,Petrobras,"Rua Principal, 531",Bairro PC 5,Cidade PC 8,ES,77583-175,-19.49279651226529,-40.26392712748648,"5,14","3,94","6,09","3,94",2025-05-18,PrecosCombustiveis
PC_ES_Cidade_PC_9_-_ES_0,Auto Posto Ale Cidade PC 9 1,Ale,"Rua Comercial, 7373",Bairro PC 9,Cidade PC 9,ES,66906-745,-19.36879755374583,-40.13850676840864,"5,98","4,29","5,50",N/A,2025-05-18,PrecosCombustiveis
PC_ES_Cidade_PC_9_-_ES_1,Auto Posto Petrobras Cidade PC 9 2,Petrobras,"Rua Comercial, 2621",Bairro PC 10,Cidade PC 9,ES,91326-101,-19.412715627842427,-40.12571124448355,"5,59","4,87","5,20","4,18",2025-05-18,PrecosCombustiveis
PC_ES_Cidade_PC_9_-_ES_2,Auto Posto Bandeira Branca Cidade PC 9 3,Bandeira Branca,"Rua Comercial, 7423",Bairro PC 8,Cidade PC 9,ES,28182-378,-18.845494343278148,-40.605269617251466,"6,35","4,90","5,27",N/A,2025-05-18,PrecosCombustiveis
PC_ES_Cidade_PC_9_-_ES_3,Auto Posto Raízen Cidade PC 9 4,Raízen,"Rua Comercial, 4514",Bairro PC 4,Cidade PC 9,ES,92652-706,-19.528077498334714,-40.37838878853168,"5,52","4,33","5,87","4,39",2025-05-18,PrecosCombustiveis
PC_ES_Cidade_PC_9_-_ES_4,Auto Posto Ipiranga Cidade PC 9 5,Ipiranga,"Rua Secundária, 446",Bairro PC 10,Cidade PC 9,ES,62739-536,-19.40025805237449,-40.50853359929602,"5,66","4,20","6,07","3,57",2025-05-18,PrecosCombustiveis
PC_ES_Cidade_PC_9_-_ES_5,Auto Posto Raízen Cidade PC 9 6,Raízen,"Rua Secundária, 4347",Bairro PC 9,Cidade PC 9,ES,23099-793,-18.86519424670822,-39.95576371859238,"6,20","4,50","5,18",N/A,2025-05-18,PrecosCombustiveis
